0.5|sec1.0
0.6|sec1.0
0.7|sec1.0
0.8|sec1.0
0.9|sec1.0
0.5|sec1.0_posonly
0.6|sec1.0_posonly
0.7|sec1.0_posonly
0.8|sec1.0_posonly
0.9|sec1.0_posonly
